,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
0,150.0,149.57011235061748,149.14322099315237,145.11954231872747,141.35549457968975,124.25777861511382,115.37527261215631,108.30176861054564,102.57058110573571,96.56721283945103,91.78725984890121,87.87956392295362,84.6258402581302,79.76228988259662,76.08664689802654,73.21031367939513,69.3787438134616,66.53810269125803,64.31322512229036,62.5477960438284,60.5235720612125,58.98389502119989,57.75937186331073,56.765965867109415,55.507041901802275,54.560320309955614,53.821501989619925,53.23421495120269,52.590382467260156,52.10425369548514,51.72666900004856,51.42815065016483,51.120364901931914,50.879063331249455,50.6728304394208,50.469334209953125,50.23442840286886,49.75990100359753,49.033764680656326,47.968142654674644,46.51388025612612,44.66708415476754,42.066155298336405,39.077862385912844,35.82655005132299,32.44185998896816,29.043375769142262,25.335586460248223,21.842657374702707,18.63536488062499,15.752342577957966,13.206470861965,10.865672650939707,8.875513006196542,7.204053947331439,5.814941343665267,4.670731818168963,3.7058479135791957,2.9282031591900846,2.305387771220569,1.8092833844998069,1.4159190453348827,1.0959903348712023,0.8463579484615816,0.6522706171633682,0.5017854561562091,0.3853621626170567,0.2954989301498637,0.2107415162665361,0.15007195776446575,0.11427075337778181,0.08690625848654539,0.06604032447279161,0.05016235716155024,0.03807860481317898,0.02887798390667448,0.020985657665016342,0.015240481936767433,0.011063564481028562,0.008025921613027728,0.005818587055970037,0.004277649838172434,0.0031444071329736947,0.002310001069104931,0.0016959920881999067,0.0012451491303040708,0.0008965580491724181,0.0006456409743534803,0.00046461402609379793,0.0003342323731931726,0.0002405775298222955,0.00017319342484500968,0.00011643241495567162,7.825217709371656e-05,5.265041445945251e-05,3.544233691376851e-05,2.3809291086048022e-05,1.5973038734958516e-05,8.930521732571802e-06,5.1445231776870896e-06,2.9823392937372625e-06,1.6542566217530151e-06,8.963746453806381e-07,5.940199715224696e-07
1,150.0,149.99896031847487,149.99673313531466,149.8816072594939,149.67281635969482,147.52359730728824,145.17938774454026,142.55457959766878,139.85359938527162,136.3710045103892,133.09879081999253,130.0839939142976,127.32461974868112,122.79400651454799,118.96770293703811,115.72758047704906,111.0407394914112,107.41460617782141,104.50457988763269,102.1148709704204,99.2694651435463,97.04535673454754,95.25800278484462,93.79428233779159,91.90852323496307,90.46955242798823,89.33823228407466,88.43387847513118,87.43441857333829,86.67436015967347,86.08130722610001,85.610537461728,85.12220114637478,84.73447728622675,84.39602532990678,84.05275104101,83.64681570243607,82.81572441157972,81.54476511570003,79.69414995556518,77.19086803036606,74.03676896444502,69.62573244270739,64.58867643948685,59.135609212605345,53.482120394232666,47.824745760774704,41.67073140066306,35.88838217286606,30.590408965953632,25.836735529086294,21.645351375178944,17.796687523320774,14.528368921541073,11.786192886574836,9.509161516495174,7.6349188676618756,6.055424760570085,4.7831743266693625,3.7647355039232617,2.9538322062247464,2.3110944027075218,1.7885272458648283,1.3809094716816406,1.0640678121274407,0.8184545843891952,0.6284748375602388,0.4818667751727274,0.34361420030789425,0.24466384583681247,0.18627962141134374,0.14166171270870345,0.10764378766421148,0.08175766408534943,0.062058155429138964,0.047061840271065025,0.03419931817234326,0.024835464268824412,0.01802742210686978,0.013077205822899852,0.00948071594722733,0.006969841687364875,0.005123080756193358,0.0037634530816171674,0.002763135737006767,0.002028632608889163,0.0014606280281522963,0.0010517919631785465,0.000756906826809561,0.0005445243837630198,0.0003919248998814101,0.00028212725940300083,0.00018966619211674293,0.0001274870481898167,8.577562843255449e-05,5.7730433556875505e-05,3.878157756088868e-05,2.6023260126826852e-05,1.4558569772428e-05,8.382312628411422e-06,4.854049720121908e-06,2.694471961821275e-06,1.4625238252667384e-06,9.674629659650486e-07
2,150.0,149.99999748553446,149.99998920960755,149.99725995156598,149.98950026771018,149.79483894301933,149.48270866167545,149.00377442920376,148.3726964124818,147.35546658198695,146.18697482030436,144.93121702626735,143.63624210305505,141.23716833440272,138.91458441476263,136.73033749102717,133.19582691871415,130.20683571154953,127.67958530293052,125.51483840016219,122.80730295107035,120.60233507078723,118.78413204593731,117.26605139563901,115.26231972675563,113.70166319012012,112.45775015535521,111.45212399062726,110.32644260940508,109.46091340125763,108.78023888306743,108.23585296685472,107.66484689447536,107.20100779916295,106.78060201211143,106.33431945758697,105.78712931246686,104.64678553803179,102.90793726212924,100.40787751151052,97.07261562626095,92.9214715008669,87.17966558004186,80.68619779257315,73.7121637644698,66.52914836891777,59.38009446876835,51.640510246286006,44.398897295659836,37.78724878563685,31.872374549168914,26.670054499209776,21.903449910815578,17.86337916047961,14.479266623094038,11.673088050933744,9.36602318881722,7.423819198865469,5.860903005444381,4.610806195686596,3.61613087534481,2.8282045504336333,2.1879596141619806,1.688807746710235,1.3009744185560674,1.000429801490978,0.7680416454054053,0.5887685261285407,0.41976363205451755,0.29882670346194207,0.22748344739031903,0.17297734070841977,0.1314281638189122,0.09981123498269352,0.07575259225992086,0.057443588606224394,0.04174226174748537,0.030310593450127293,0.02199884894263199,0.015957034031624955,0.011568637603504113,0.008504571888089207,0.006250582484202008,0.004591426604246328,0.0033710779759495964,0.0024749931424444603,0.0017818746020758075,0.001283018307302095,0.0009233414396776438,0.0006643004495378996,0.00047809827635611756,0.00034411789537787196,0.0002313426615097107,0.00015552939879310906,0.00010464015234592484,7.040736708170513e-05,4.7296850292045374e-05,3.1747707554788644e-05,1.777786288009953e-05,1.0228037960130132e-05,5.912954401936533e-06,3.285880906769868e-06,1.7882719521391112e-06,1.179740443932562e-06
3,150.0,149.99999999391878,149.99999996691525,149.9999370318463,149.999690253197,149.9838109492459,149.95121383158352,149.8877294667218,149.78473632618636,149.58195921280935,149.29942527549622,148.94212159709423,148.5205146916686,147.61637851213092,146.59947405001824,145.52325461756803,143.54456708553462,141.65394188322304,139.91895738211974,138.34710331208646,136.26530611637853,134.48318938635714,132.95614423088904,131.64196860321994,129.85063296912935,128.41748753649048,127.25306004201583,126.29597734425126,125.20562192656966,124.35458697809666,123.67773090844312,123.13008142998683,122.54519849614677,122.05243075881434,121.57975523665752,121.04619797069199,120.36373592950815,118.91738005313421,116.72714420097178,113.63095357513805,109.57311902661998,104.6013104501807,97.82140225320336,90.25002619237016,82.20274023524041,73.98580704345011,65.86637811087654,57.13214393547162,49.005929550040335,41.621765313925515,35.042089333422894,29.274467149132686,24.005467968057822,19.55126988810954,15.828633901402869,12.747595530159161,10.21866029973353,8.092758159074613,6.384252724358413,5.019233933019861,3.9341402364133424,3.075304956174473,2.3779909977719593,1.834731305256932,1.4128640086462252,1.0860996183678118,0.8335594375709218,0.6388311206370849,0.45533188455718765,0.324060466162458,0.2466426480035563,0.18751728353695468,0.14245778440286908,0.10817074511055087,0.0820840697085742,0.06223964184426321,0.04522488530623494,0.03283549126833429,0.023827360217899878,0.017281862762594514,0.012529160154436841,0.009210283223311317,0.006768435751113036,0.0049714129324453125,0.0036501097559681677,0.0026798651413195446,0.001929180858499633,0.001388947563120212,0.0009996202520230616,0.0007192306515768523,0.0005175817702829629,0.0003724818892990145,0.0002504135520286033,0.00016838791957091015,0.00011328729806031494,7.61997030447522e-05,5.118666855356957e-05,3.437246451791411e-05,1.927007102959941e-05,1.1076563332089666e-05,6.3901308693999775e-06,3.5555798888607403e-06,1.941509070626366e-06,1.2766541184330492e-06
4,150.0,149.9999999999853,149.9999999999031,149.99999855436843,149.9999913118726,149.99874388509897,149.99572261955583,149.98865603333934,149.97503136874317,149.9431338109427,149.890340857287,149.81246885110676,149.7073018783087,149.44093643107695,149.09064921836796,148.67040480719902,147.7844128885209,146.8098566445757,145.8175721172474,144.84990738722522,143.47834158948083,142.23145689278175,141.11152444584962,140.1102289322453,138.6895516866295,137.5127586024249,136.5326039827638,135.71006155562338,134.7521224798635,133.9899146350533,133.37430980339926,132.8676947976394,132.31116860324525,131.81564850317835,131.30208657922643,130.6794226904513,129.8496958840786,128.0715439491188,125.41134329085624,121.7271430983269,116.99696588012799,111.3054335682558,103.67137107121987,95.27159148749996,86.45357068483727,77.54220955675348,68.81239885220911,59.49378645928879,50.88336117350961,43.10447045651809,36.20690030708636,30.185622055232198,24.70497678026945,20.086926028259395,16.238089376676562,13.060120630348049,10.456922943319924,8.272577100117337,6.519973326618908,5.121679659294806,4.011455557073272,3.133658845153677,2.4216572380592485,1.86744543017043,1.4373789725489443,1.1044667795467744,0.847332777125096,0.6491763902352028,0.46254260310451134,0.3290803406232969,0.25040044001115247,0.19033719560631665,0.14457576634202296,0.1097573945232323,0.08327230289345851,0.06313396620293477,0.04587077258160092,0.03329913803941609,0.024159022458041673,0.017520644926337706,0.012702140199148945,0.009336819662601496,0.006860445055822321,0.00503852567842919,0.003699403329358421,0.0027160358750704856,0.001954992542928113,0.0014073788633907434,0.0010129300545500587,0.0007288558099920419,0.0005244512092740773,0.0003773658017441185,0.000253699164880947,0.00017063634217499548,0.00011479520476738965,7.718600071477346e-05,5.184736912228702e-05,3.483072105864988e-05,1.955157850814513e-05,1.1228178140999544e-05,6.462769213008906e-06,3.6004922453731136e-06,1.9733063503727307e-06,1.2931435618277624e-06
5,150.0,149.99999999999997,149.99999999999974,149.9999999668153,149.99999976434339,149.9999031071611,149.99964112945003,149.99893475095655,149.99736404991125,149.99308544799877,149.98484209741187,149.9708543692221,149.9493955452218,149.88437203932727,149.78425053478418,149.64767148334676,149.3155071213026,148.89145295733303,148.40612904362996,147.88887594056732,147.09439408898422,146.31744315678537,145.58005388183284,144.89133042484517,143.8674760867367,142.98234978655907,142.2218142556299,141.56752980674665,140.78559314263654,140.14857036922393,139.6232474312124,139.17999721724732,138.67129032692233,138.18066606594053,137.6212364340667,136.89242346388878,135.88913097051466,133.73356618811744,130.5649761940283,126.27787427198079,120.89561236528354,114.54550187927806,106.18076200580728,97.1264597452285,87.7512338669868,78.38578961799216,69.30026935947758,59.68683444259961,50.87381678094447,42.96486662998088,35.99148526225337,29.933291279408053,24.44258393629556,19.833674048557004,16.004973614247575,12.85241080505367,10.276244141555628,8.119253097710345,6.391943019359428,5.01610871848354,3.9252684862521336,3.0638936268613093,2.366039246291063,1.8234074761219772,1.4026858602838774,1.0772505539363357,0.8260762777397748,0.6326424603284857,0.4505671457825224,0.32042957489771096,0.24374658627406154,0.1852355937276406,0.140670538688746,0.10676759104249071,0.08098677122006862,0.06139324570857537,0.0446004564886061,0.032370585411099585,0.0234802408920652,0.01702647546779416,0.012343473926617039,0.009072338638360475,0.006665069125555282,0.004894554722558842,0.0035936704861977385,0.0026383439724920197,0.0018988310933843778,0.001366799564178666,0.000983758720128339,0.0007079015434048668,0.000509315767075642,0.00036641851777436004,0.0002463406568750283,0.0001657216465520535,0.00011148389942024392,7.493350178877321e-05,5.03319111170637e-05,3.3825882890305775e-05,1.9010957546860433e-05,1.090898088029512e-05,6.264739797742449e-06,3.493818334942577e-06,1.9219800596139034e-06,1.2555242590828308e-06
6,150.0,150.0,150.0,149.99999999923827,149.99999999375905,149.99999254103807,149.9999706783468,149.9999048700727,149.99974062047787,149.99922865495952,149.99809971311734,149.995925785486,149.99217412189302,149.97846294619808,149.9537812161547,149.91550087285526,149.80768560582624,149.64768757426637,149.44063880259165,149.19701134836436,148.78671876439446,148.349475836995,147.90702395901326,147.47285851490182,146.79291475104455,146.17508449159226,145.62392154550804,145.13569788858888,144.5346772850262,144.03084444609988,143.60332431846672,143.22867212980375,142.76866917637807,142.2744945826751,141.64956137446453,140.78423313111597,139.56948388348113,136.97740512613436,133.25197571790176,128.33776132516894,122.31143831891772,115.34575131946796,106.34286518798676,96.7653706151027,86.99288794394742,77.35113201641475,68.09587222595894,58.39635981654077,49.581190268568236,41.7283169696476,34.847590273647434,28.901966678314096,23.539106806724764,19.056781824173942,15.346884792407545,12.301743693436785,9.820194005785373,7.747549895293871,6.0914299112255375,4.774784173726959,3.732579635041285,2.910819335098482,2.2459623346516535,1.729603949550776,1.3296482375287928,1.0205480828514117,0.7821834860391967,0.5987525884356126,0.4262126328425381,0.3029669892547945,0.2303870125924383,0.17503423857711234,0.13288860488857998,0.10083406752811937,0.07646852565837854,0.05795914420096439,0.04209850369728939,0.030547578550765515,0.022152889144976314,0.01606202060104216,0.011643561436204595,0.00855688384323392,0.006285363596259634,0.004615253341624737,0.0033885192262475042,0.002487616197133871,0.0017901199932766052,0.001288414224743072,0.0009273584954671289,0.0006673342355217993,0.00048007567720594524,0.000345334020909157,0.00023216521945060103,0.0001562115307512175,0.00010508159522995444,7.060875256108383e-05,4.742418162088885e-05,3.188215095266247e-05,1.7938364917202545e-05,1.0287254037445365e-05,5.895422179431375e-06,3.2901990318713426e-06,1.8162083659410621e-06,1.1833266609606238e-06
7,150.0,150.0,150.0,149.99999999998252,149.99999999983766,149.9999994261899,149.99999763810914,149.9999917862024,149.9999758215313,149.99991960566436,149.9997796647797,149.99947749942817,149.99889653384764,149.99632072315254,149.99091620000775,149.9814059448432,149.9503063969406,149.89677113300058,149.8183419978816,149.71593057553267,149.52505144113738,149.3010625253476,149.05718979174992,148.8040616098499,148.38418215688526,147.98056721719797,147.60455464230864,147.26003097127847,146.82120561362686,146.43998251682444,146.10295859627914,145.78963086158004,145.36446393771655,144.84433879549377,144.12110387547693,143.07727928595503,141.60398959866524,138.50789641181356,134.17411295163816,128.60810738230512,121.94442321208184,114.40108572588491,104.83938810709978,94.84752429704392,84.80599443172024,75.0262024404537,65.74208786164257,56.110701894022185,47.43788599421334,39.77235658032867,33.10082873159802,27.369485984684093,22.226872963443917,17.94868245212875,14.421908957948194,11.537080779367926,9.193326939670662,7.241118451739196,5.685010039145432,4.450456887666818,3.4750250377600937,2.707183510794699,2.0868875671441955,1.6057733178866425,1.2335325062882956,0.9461413775347827,0.7247272775849611,0.5544802282092384,0.394465900634831,0.2802529752774924,0.213037060379954,0.1618008683101578,0.1228035416843877,0.09315394274192926,0.07062723100801792,0.05352189191102519,0.03886696789227472,0.028195282431058975,0.02044235633773033,0.01481986152601939,0.010742061262947376,0.007893218088097943,0.005796930334800479,0.0042561765145446295,0.003124741932512907,0.002293813981809951,0.0016504471370374196,0.001187773208042468,0.0008549188024991028,0.0006152046231444999,0.0004425287156979364,0.00031828771993780625,0.00021397961394309075,0.0001439918388119504,9.68574301829593e-05,6.506680594488433e-05,4.369887533589279e-05,2.938476856991698e-05,1.654825118040421e-05,9.486539360303617e-06,5.427122334897191e-06,3.029818404863732e-06,1.6773566036384196e-06,1.0908084052617792e-06
8,150.0,150.0,150.0,149.9999999999996,149.99999999999585,149.9999999558675,149.9999998106175,149.99999930516316,149.999997839393,149.99999206690143,149.9999760257028,149.99993758196015,149.99985595172103,149.99941464035024,149.99833928790997,149.9961993251766,149.98805958693103,149.9718693451547,149.94506003386192,149.9061561580669,149.825372656362,149.72026804066843,149.59618432931558,149.45897063576976,149.21645013086655,148.96821044292898,148.72540250720357,148.49418760176496,148.18758726341466,147.90820750334188,147.6451383216074,147.3770110279804,146.96096742525964,146.3802023944043,145.5140384921606,144.23984558240593,142.45414142198263,138.78274403260295,133.79146179491192,127.55455277411927,120.26568526203977,112.18531347837668,102.14126586412739,91.83305856410848,81.63202693977095,71.82721669210432,62.625018011943304,53.17849610967878,44.753414184750206,37.367729001897324,30.985048111185755,25.535597290911614,20.673030540419248,16.64788417912544,13.343876474814275,10.651312648814244,8.470966954684872,6.660226360982188,5.220652074032289,4.081139160227215,3.1826099259925686,2.476584934666459,1.9071619934554231,1.4661399466774363,1.1253411137093097,0.8625209757961173,0.6602450617636251,0.5048504074695828,0.3589214684234714,0.254853650913337,0.19365306813335992,0.1470252868483812,0.11154956213779228,0.08459000844656282,0.06411811543900764,0.048578686723753976,0.035267753718391255,0.02557696560015448,0.018539831412039725,0.013438688795356245,0.009739617315728841,0.007155423703299107,0.005254241288330999,0.003857334639771753,0.0028317297976661908,0.002078534975215158,0.0014953665873734124,0.001076073154886794,0.0007745010967501421,0.0005573181075383286,0.00040085315001454387,0.00028828535852149433,0.00019380479036052201,0.00013042320816025337,8.772687211131465e-05,5.892276197939462e-05,3.956948688278655e-05,2.6611880831114295e-05,1.499679203179637e-05,8.596010090052014e-06,4.911259795725435e-06,2.7416564737452263e-06,1.5211877731367039e-06,9.88186451493539e-07
9,150.0,150.0,150.0,150.0,149.99999999999991,149.999999996606,149.999999984762,149.99999994174686,149.99999981314969,149.99999925138655,149.99999752485792,149.99999297204084,149.99998237780648,149.9999121708238,149.99971426669757,149.999270609516,149.99730496604394,149.99280833922958,149.98441841073713,149.9709016467109,149.9394966217958,149.89402639839324,149.83549541947446,149.7660980271905,149.6345546385861,149.49021788063746,149.34116139695314,149.1927862787186,148.98578552070174,148.78333903664586,148.57243323740582,148.326978418014,147.88427641389455,147.19700434505125,146.13273559060644,144.56833269451292,142.41213141936936,138.0948352399267,132.40383599236011,125.48679508704232,117.59465061964453,109.02497087274078,98.5777600524222,88.04683694224434,77.78464654983836,68.05108708249533,59.02074366101071,49.849302642611676,41.749327680105296,34.70814602556699,28.66744961909257,23.542989393924163,18.996836535377206,15.25309085948065,12.193822066788394,9.710504821491853,7.706631941583199,6.0476499627560925,4.732374657246657,3.6937710246606854,2.8765853266334345,2.23572528941664,1.7197624514045626,1.3207607062346398,1.0128499031113192,0.7756841185090698,0.5933522605002481,0.45341018487449236,0.3221166182065145,0.22857940282820421,0.1736143640633465,0.13175785640943793,0.09992653576627289,0.07575045736919797,0.057402681796077916,0.04347978496979387,0.03155600434044085,0.022878192081073237,0.01657992149992377,0.012016120648465588,0.008707126238208076,0.0063956960268233614,0.004695643757676926,0.0034468817374925416,0.0025301758405421684,0.0018569915152087506,0.0013358260639004425,0.0009611891761837299,0.0006917796413182934,0.0004977647835571361,0.0003579903623393465,0.00025744024970476056,0.0001730621588569468,0.00011646480270394005,7.833505669355912e-05,5.260873111233975e-05,3.532651153349009e-05,2.3759670653699547e-05,1.33953116286294e-05,7.678641930417293e-06,4.383439187087916e-06,2.4460737260213456e-06,1.3591262398652592e-06,8.826239529260609e-07
10,150.0,150.0,150.0,150.0,150.0,149.999999999739,149.99999999876147,149.99999999511027,149.9999999842315,149.99999993190033,149.99999975543471,149.99999924722445,149.99999795998718,149.99998744203617,149.99995328112408,149.99986737099766,149.99942345902681,149.9982611733054,149.9958271233908,149.99148398689923,149.98016344302064,149.96190026690135,149.93618240496264,149.90333044248217,149.8361120435151,149.75650942833317,149.66910395521927,149.57727424930343,149.43952184330794,149.28844915209885,149.1048565580534,148.85431359466418,148.3397933653036,147.489643471616,146.1629329205488,144.24277503516154,141.65663384419872,136.62800774230132,130.20595034402234,122.61260065123034,114.1513817805904,105.1494544916049,94.38354281090317,83.72216803762113,73.48987399745376,63.91192802150722,55.128137418966666,46.302392781195664,38.58421827971784,31.931773615521994,26.26687107407512,21.49271457782975,17.28243273433623,13.833708766760004,11.028561889528138,8.760853492615595,6.937646490664567,5.433149508960897,4.243797425064172,3.307024790977663,2.571655352207739,1.9961420472799596,1.5336410443579858,1.1765660437922119,0.901411634316688,0.6897542985777876,0.5272193204056239,0.40259484177616933,0.2857924623596347,0.20267109546375348,0.15386555189930454,0.11671781420648923,0.08848213835846598,0.06705134177017635,0.05079634425942798,0.038464649809941895,0.027906263603990362,0.02022580483791386,0.014654508126387715,0.010618784210548259,0.007693017156993517,0.0056496830262200435,0.004147300827345707,0.0030440197228015753,0.002234201607845507,0.0016395673237379817,0.0011792916574499648,0.0008484884942484994,0.0006106247905760582,0.0004393366047123646,0.0003159463790060283,0.00022719195418723336,0.00015272038394863047,0.00010277166890662228,6.912241280767328e-05,4.6418802911393664e-05,3.116761133275876e-05,2.096214600329591e-05,1.1820726215936355e-05,6.777605660743892e-06,3.8675096945480265e-06,2.156871570947329e-06,1.1992130997777402e-06,7.790041801146028e-07
11,150.0,150.0,150.0,150.0,150.0,149.99999999997993,149.9999999998978,149.99999999958553,149.99999999869104,149.99999999398756,149.99999997671037,149.9999999227239,149.99999977476594,149.99999827418378,149.9999926818176,149.99997697231504,149.99988218517132,149.99959949000956,149.9989378203814,149.997634377711,149.99381723575797,149.9869578399193,149.97637555373058,149.96176546172603,149.9292849572532,149.88744190550494,149.83799924501818,149.78201907401953,149.68737110646993,149.56273068944992,149.37906504939855,149.0904381499587,148.44939237739823,147.37000909430247,145.7090678181762,143.36461594206955,140.29085720520862,134.4950553110902,127.32489943600262,119.07439875040419,110.09194883974898,100.72486946737415,89.73054946890778,79.03055228974043,68.91363424658246,59.56629278567493,51.09174801942322,42.66704143263816,35.37152481925504,29.136683247309186,23.86704509648183,19.4554624402379,15.588259015466988,12.43764048562084,9.887091924866043,7.833901331140163,6.189371428391859,4.836856315363023,3.770838219620855,2.9334419090093466,2.277664168306186,1.7655365682640045,1.3547586197765007,1.0381610925907059,0.7945755167223407,0.6074598946132354,0.46394072332976,0.3540114066079204,0.25109633207041093,0.1779447273360964,0.13502713289524068,0.10237748142936848,0.07757577169425205,0.05876525956717278,0.04450557644714688,0.033690109706089974,0.024432858348020614,0.017702751042555562,0.012823580600734004,0.009290188042948557,0.006728934806864613,0.004940660767239475,0.0036262751491479474,0.002661269324220321,0.001953019691655456,0.001433035740163476,0.0010306285706916795,0.0007414669991683506,0.0005335592516427689,0.00038385414056865913,0.0002760281034661987,0.00019847740412434127,0.00013341018581829368,8.977103893905694e-05,6.037611105999813e-05,4.0544218196263e-05,2.722123454605423e-05,1.83066790996664e-05,1.0323768143467092e-05,5.921237377293524e-06,3.3787317429402808e-06,1.8829358449869912e-06,1.0468537475436038e-06,6.805251613456656e-07
12,150.0,150.0,150.0,150.0,150.0,149.99999999999847,149.9999999999914,149.99999999996427,149.99999999989228,149.9999999994816,149.9999999978499,149.9999999923507,149.99999997612977,149.99999977040153,149.99999889435185,149.999996157423,149.99997684840673,149.9999115547005,149.99974148568097,149.9993729226534,149.99815929615693,149.99573304287057,149.99163098329822,149.98549650238428,149.9705492350792,149.94928958029013,149.92146938589804,149.88582628936715,149.81209208409894,149.68907417378168,149.47457266693596,149.10870855053344,148.27622528464764,146.89200068380327,144.81984448942018,141.98275954152683,138.36881422003634,131.76383540188607,123.84571979684922,114.97405564833747,105.53220916891644,95.87669119551721,84.74932734870212,74.10174553558788,64.18048876914224,55.13049072469983,47.01766481035114,39.03676931537478,32.19217536585985,26.391927619912778,21.526186359778336,17.479781541504366,13.953973444282745,11.097051448435678,8.795347592903166,6.950437443584918,5.478381526431565,4.271827772070111,3.323754040237108,2.581054715024329,2.0008801209176466,1.5487875810249971,1.1868748555362243,0.9084391371129552,0.6945625888491641,0.5305020764545415,0.4048188748132392,0.3086569394289248,0.21873786663932235,0.15490322267052747,0.11748098300065732,0.08902731348668941,0.06742802429386348,0.051059095268230915,0.038656679610721,0.029252136832955255,0.02120568705258758,0.015359599399693785,0.011123648647144914,0.00805682341935728,0.0058341482214519045,0.0042827801430124265,0.0031429260648345283,0.002306232430250603,0.0016922246861821447,0.0012415074184292847,0.0008927860439612671,0.0006422433200129557,0.00046211255908787705,0.0003324211130289497,0.00023902716145459918,0.00017186371245160313,0.00011551344293074268,7.772185252659818e-05,5.227017783007697e-05,3.5100624649264964e-05,2.3564949294069954e-05,1.5846162734855275e-05,8.935515660049539e-06,5.126883391407343e-06,2.9261882496988302e-06,1.629540673894004e-06,9.05422289518205e-07,5.891494967951725e-07
